"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"TENOFOVIR, FLUCONAZOLE","TENOFOVIR",0.82,"(0.54, 1.2)","3.75e-01",691
"ALLOPURINOL, ENALAPRIL","ALLOPURINOL",0.82,"(0.65, 1.03)","9.98e-02",2362
"TELMISARTAN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.82,"(0.7, 0.97)","1.77e-02",13865
"METRONIDAZOLE, VANCOMYCIN","METRONIDAZOLE",0.82,"(0.66, 1.02)","7.49e-02",1037
"ACETAMINOPHEN, GENTAMICIN","ACETAMINOPHEN",0.82,"(0.6, 1.1)","2.02e-01",10717
"PACLITAXEL, CETUXIMAB","PACLITAXEL",0.82,"(0.56, 1.17)","3.27e-01",812
"PREDNISOLONE, TACROLIMUS","TACROLIMUS",0.82,"(0.65, 1.03)","8.76e-02",554
"LOVASTATIN, METOPROLOL","LOVASTATIN",0.82,"(0.68, 0.99)","4.28e-02",953
"MAGNESIUM OXIDE, ATORVASTATIN","ATORVASTATIN",0.82,"(0.67, 1)","5.07e-02",14247
"MYCOPHENOLATE MOFETIL, OMEPRAZOLE","OMEPRAZOLE",0.82,"(0.66, 1.02)","7.73e-02",6244
"OXALIPLATIN, BEVACIZUMAB","BEVACIZUMAB",0.82,"(0.64, 1.04)","1.13e-01",525
"ATENOLOL, VALPROIC ACID","ATENOLOL",0.82,"(0.62, 1.08)","1.62e-01",4333
"MIRTAZAPINE, TRAZODONE","TRAZODONE",0.82,"(0.63, 1.06)","1.27e-01",1647
"QUETIAPINE, HYDROCODONE","HYDROCODONE",0.82,"(0.7, 0.96)","1.18e-02",4590
"SIMVASTATIN, AMLODIPINE","SIMVASTATIN",0.82,"(0.77, 0.87)","1.44e-10",13151
"PREDNISOLONE, TRIMETHOPRIM","TRIMETHOPRIM",0.82,"(0.69, 0.97)","1.97e-02",1614
"CYCLOPHOSPHAMIDE, DOXORUBICIN","DOXORUBICIN",0.82,"(0.71, 0.94)","5.31e-03",825
"OLANZAPINE, CLOZAPINE","OLANZAPINE",0.82,"(0.62, 1.07)","1.52e-01",1240
"SIMVASTATIN, TOLTERODINE","SIMVASTATIN",0.82,"(0.67, 1)","4.31e-02",13151
"ZIDOVUDINE, EFAVIRENZ","EFAVIRENZ",0.82,"(0.61, 1.08)","1.62e-01",283
"ATORVASTATIN, ZOLPIDEM","ATORVASTATIN",0.82,"(0.74, 0.91)","9.60e-05",14247
"RISPERIDONE, DIAZEPAM","DIAZEPAM",0.82,"(0.64, 1.03)","8.84e-02",2427
"SIMVASTATIN, CANDESARTAN","SIMVASTATIN",0.82,"(0.7, 0.95)","7.56e-03",13151
"TACROLIMUS, URSODEOXYCHOLIC ACID","URSODEOXYCHOLIC ACID",0.82,"(0.54, 1.2)","3.24e-01",342
"METFORMIN, METHOTREXATE","METFORMIN",0.82,"(0.64, 1.03)","9.17e-02",4985
"SPIRONOLACTONE, ENALAPRIL","ENALAPRIL",0.82,"(0.64, 1.03)","8.94e-02",1391
"SIMVASTATIN, WARFARIN","SIMVASTATIN",0.82,"(0.76, 0.88)","8.76e-09",13151
"QUETIAPINE, ZOLPIDEM","ZOLPIDEM",0.82,"(0.69, 0.96)","1.13e-02",3296
"PERINDOPRIL, BISOPROLOL","PERINDOPRIL",0.82,"(0.59, 1.1)","2.02e-01",519
"METOPROLOL, FELODIPINE","METOPROLOL",0.82,"(0.61, 1.06)","1.38e-01",6198
"DICLOFENAC, AMLODIPINE","AMLODIPINE",0.82,"(0.67, 0.98)","3.27e-02",6244
"SOTALOL, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.82,"(0.64, 1.02)","7.72e-02",13865
"ENOXAPARIN, ALPRAZOLAM","ALPRAZOLAM",0.81,"(0.6, 1.08)","1.65e-01",3887
"DIGOXIN, FAMOTIDINE","FAMOTIDINE",0.81,"(0.6, 1.08)","1.65e-01",1751
"CARBOPLATIN, ETOPOSIDE","ETOPOSIDE",0.81,"(0.54, 1.19)","3.22e-01",215
"PANTOPRAZOLE, ATORVASTATIN","ATORVASTATIN",0.81,"(0.74, 0.89)","2.45e-06",14247
"PREDNISOLONE, CODEINE","PREDNISOLONE",0.81,"(0.56, 1.14)","2.70e-01",2184
"FOLIC ACID, AMITRIPTYLINE","AMITRIPTYLINE",0.81,"(0.67, 0.98)","3.49e-02",2093
"LORAZEPAM, VALPROIC ACID","LORAZEPAM",0.81,"(0.67, 0.97)","2.29e-02",3224
"OMEPRAZOLE, ENALAPRIL","OMEPRAZOLE",0.81,"(0.68, 0.96)","1.40e-02",6244
"HYDROCORTISONE, LEVOTHYROXINE","LEVOTHYROXINE",0.81,"(0.67, 0.97)","2.20e-02",8111
"OXYCODONE, BEVACIZUMAB","OXYCODONE",0.81,"(0.64, 1.01)","7.04e-02",4418
"CYCLOPHOSPHAMIDE, ALLOPURINOL","CYCLOPHOSPHAMIDE",0.81,"(0.57, 1.12)","2.28e-01",1047
"ACETAMINOPHEN, BEVACIZUMAB","ACETAMINOPHEN",0.81,"(0.68, 0.97)","1.64e-02",10717
"OMEPRAZOLE, URSODEOXYCHOLIC ACID","URSODEOXYCHOLIC ACID",0.81,"(0.54, 1.18)","3.30e-01",342
"ATORVASTATIN, CLONAZEPAM","ATORVASTATIN",0.81,"(0.72, 0.92)","7.62e-04",14247
"LOVASTATIN, OMEPRAZOLE","LOVASTATIN",0.81,"(0.66, 1)","4.55e-02",953
"PROPRANOLOL, SIMVASTATIN","SIMVASTATIN",0.81,"(0.66, 0.98)","3.42e-02",13151
"PRAVASTATIN, CARVEDILOL","PRAVASTATIN",0.81,"(0.67, 0.98)","3.13e-02",2487
"DICLOFENAC, INFLIXIMAB","INFLIXIMAB",0.81,"(0.53, 1.2)","3.64e-01",1495
"VARENICLINE, HYDROCODONE","HYDROCODONE",0.81,"(0.68, 0.96)","1.45e-02",4590
"WARFARIN, EZETIMIBE","EZETIMIBE",0.81,"(0.71, 0.92)","7.36e-04",4808
"LOSARTAN, SPIRONOLACTONE","LOSARTAN",0.81,"(0.65, 1.01)","6.03e-02",2378
"ADALIMUMAB, ALPRAZOLAM","ALPRAZOLAM",0.81,"(0.66, 0.99)","4.00e-02",3887
"METOPROLOL, ROSUVASTATIN","ROSUVASTATIN",0.81,"(0.75, 0.88)","2.66e-07",7579
"OXYCODONE, CISPLATIN","CISPLATIN",0.81,"(0.38, 1.52)","6.58e-01",283
"FOLIC ACID, INFLIXIMAB","INFLIXIMAB",0.81,"(0.67, 0.97)","2.41e-02",1495
"METHOTREXATE, METOPROLOL","METOPROLOL",0.81,"(0.67, 0.97)","1.69e-02",6198
"ATORVASTATIN, BENAZEPRIL","ATORVASTATIN",0.81,"(0.65, 1)","5.14e-02",14247
"SIMVASTATIN, TRIAMTERENE","SIMVASTATIN",0.81,"(0.68, 0.96)","1.23e-02",13151
"METFORMIN, CALCIUM","CALCIUM",0.81,"(0.67, 0.96)","1.77e-02",3520
"SIMVASTATIN, ALPRAZOLAM","SIMVASTATIN",0.81,"(0.73, 0.89)","2.78e-05",13151
"ACETAMINOPHEN, CALCIUM GLUCONATE","ACETAMINOPHEN",0.81,"(0.6, 1.07)","1.47e-01",10717
"VORICONAZOLE, ACYCLOVIR","ACYCLOVIR",0.81,"(0.56, 1.13)","2.17e-01",951
"MAGNESIUM OXIDE, TRIMETHOPRIM","TRIMETHOPRIM",0.81,"(0.6, 1.07)","1.45e-01",1614
"FOLIC ACID, LEVETIRACETAM","LEVETIRACETAM",0.81,"(0.56, 1.13)","2.39e-01",702
"METFORMIN, VITAMIN D","VITAMIN D",0.81,"(0.69, 0.94)","6.18e-03",3520
"ROSUVASTATIN, ESCITALOPRAM","ROSUVASTATIN",0.81,"(0.66, 0.98)","2.84e-02",7579
"FORMOTEROL, LEVOTHYROXINE","LEVOTHYROXINE",0.81,"(0.63, 1.01)","6.47e-02",8111
"OMEPRAZOLE, TORASEMIDE","OMEPRAZOLE",0.81,"(0.59, 1.09)","1.68e-01",6244
"SALBUTAMOL, ADALIMUMAB","SALBUTAMOL",0.81,"(0.63, 1.01)","6.33e-02",3911
"FOLIC ACID, LANSOPRAZOLE","LANSOPRAZOLE",0.81,"(0.69, 0.93)","2.98e-03",3261
"METFORMIN, VARENICLINE","METFORMIN",0.81,"(0.61, 1.05)","1.16e-01",4985
"SULFASALAZINE, ETANERCEPT","SULFASALAZINE",0.81,"(0.57, 1.11)","1.99e-01",298
"RISPERIDONE, ZIPRASIDONE","RISPERIDONE",0.8,"(0.58, 1.08)","1.66e-01",1269
"RANITIDINE, GRANISETRON","GRANISETRON",0.8,"(0.49, 1.26)","4.04e-01",238
"URSODEOXYCHOLIC ACID, FAMOTIDINE","FAMOTIDINE",0.8,"(0.6, 1.05)","1.19e-01",1751
"BUDESONIDE, AMLODIPINE","AMLODIPINE",0.8,"(0.63, 1.02)","6.62e-02",6244
"PANTOPRAZOLE, TACROLIMUS","PANTOPRAZOLE",0.8,"(0.6, 1.05)","1.20e-01",3314
"METHOTREXATE, IRON","METHOTREXATE",0.8,"(0.55, 1.13)","2.37e-01",2396
"ZIDOVUDINE, ABACAVIR","ABACAVIR",0.8,"(0.64, 1)","5.24e-02",418
"SIMVASTATIN, FENTANYL","SIMVASTATIN",0.8,"(0.7, 0.92)","8.16e-04",13151
"VALPROIC ACID, FLUOXETINE","FLUOXETINE",0.8,"(0.61, 1.04)","9.54e-02",2050
"RAMIPRIL, FOLIC ACID","RAMIPRIL",0.8,"(0.65, 0.98)","3.36e-02",2573
"METHOTREXATE, ALLOPURINOL","ALLOPURINOL",0.8,"(0.6, 1.06)","1.24e-01",2362
"TIOTROPIUM, CARVEDILOL","CARVEDILOL",0.8,"(0.6, 1.06)","1.26e-01",2012
"PRAVASTATIN, ACETYLSALICYLIC ACID","PRAVASTATIN",0.8,"(0.73, 0.88)","2.14e-06",2487
"ALLOPURINOL, ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",0.8,"(0.61, 1.04)","1.00e-01",1000
"LOVASTATIN, CLOPIDOGREL","LOVASTATIN",0.8,"(0.62, 1.03)","8.76e-02",953
"SULFAMETHOXAZOLE, EMTRICITABINE","SULFAMETHOXAZOLE",0.8,"(0.59, 1.07)","1.54e-01",1208
"OXYCODONE, FLUOROURACIL","OXYCODONE",0.8,"(0.58, 1.08)","1.52e-01",4418
"VALSARTAN, FENOFIBRATE","FENOFIBRATE",0.8,"(0.65, 0.98)","2.67e-02",2327
"TENOFOVIR, DARUNAVIR","DARUNAVIR",0.8,"(0.57, 1.12)","1.90e-01",153
"RISEDRONATE, LANSOPRAZOLE","RISEDRONATE",0.8,"(0.63, 1)","5.17e-02",1379
"ATORVASTATIN, IRON","ATORVASTATIN",0.8,"(0.7, 0.91)","5.49e-04",14247
"ISOSORBIDE MONONITRATE, LANSOPRAZOLE","ISOSORBIDE MONONITRATE",0.8,"(0.61, 1.04)","9.81e-02",1000
"VINCRISTINE, ALLOPURINOL","ALLOPURINOL",0.8,"(0.6, 1.05)","1.19e-01",2362
"VITAMIN E, FOLIC ACID","VITAMIN E",0.8,"(0.66, 0.97)","1.98e-02",1159
"ROSUVASTATIN, CANDESARTAN","ROSUVASTATIN",0.8,"(0.67, 0.95)","1.15e-02",7579
"LACTULOSE, LANSOPRAZOLE","LANSOPRAZOLE",0.8,"(0.6, 1.05)","1.17e-01",3261
"MYCOPHENOLATE MOFETIL, AZATHIOPRINE","AZATHIOPRINE",0.8,"(0.54, 1.15)","2.70e-01",774
"SIMVASTATIN, LENALIDOMIDE","SIMVASTATIN",0.8,"(0.67, 0.95)","1.07e-02",13151
"HYDROCHLOROTHIAZIDE, INSULIN GLARGINE","HYDROCHLOROTHIAZIDE",0.8,"(0.65, 0.97)","2.10e-02",5169
"LOSARTAN, EZETIMIBE","EZETIMIBE",0.8,"(0.68, 0.93)","3.97e-03",4808
"ZIDOVUDINE, EMTRICITABINE","EMTRICITABINE",0.8,"(0.55, 1.13)","2.30e-01",363
"PREDNISOLONE, THEOPHYLLINE","THEOPHYLLINE",0.8,"(0.57, 1.09)","1.86e-01",546
"ROSUVASTATIN, SERTRALINE","ROSUVASTATIN",0.8,"(0.66, 0.96)","1.45e-02",7579
"EZETIMIBE, HYDROCHLOROTHIAZIDE","EZETIMIBE",0.8,"(0.71, 0.9)","8.55e-05",4808
"ALLOPURINOL, EZETIMIBE","EZETIMIBE",0.8,"(0.67, 0.95)","9.19e-03",4808
"METHADONE, DIAZEPAM","DIAZEPAM",0.8,"(0.64, 0.99)","3.72e-02",2427
"BEVACIZUMAB, CARBOPLATIN","BEVACIZUMAB",0.8,"(0.58, 1.08)","1.55e-01",525
"PREDNISOLONE, ETOPOSIDE","ETOPOSIDE",0.8,"(0.44, 1.35)","4.62e-01",215
"DICYCLOMINE, ETIZOLAM","DICYCLOMINE",0.8,"(0.67, 0.95)","1.01e-02",561
"ROSIGLITAZONE, ROSUVASTATIN","ROSUVASTATIN",0.8,"(0.66, 0.96)","1.42e-02",7579
"CARBOPLATIN, FOLIC ACID","CARBOPLATIN",0.8,"(0.49, 1.24)","3.59e-01",509
"ADALIMUMAB, INFLIXIMAB","ADALIMUMAB",0.8,"(0.59, 1.05)","1.12e-01",2865
"SIMVASTATIN, BUPROPION","SIMVASTATIN",0.8,"(0.69, 0.91)","9.19e-04",13151
"OXCARBAZEPINE, CLONAZEPAM","CLONAZEPAM",0.8,"(0.59, 1.06)","1.19e-01",3169
"SULFASALAZINE, INFLIXIMAB","SULFASALAZINE",0.8,"(0.55, 1.13)","2.19e-01",298
"BUDESONIDE, FORMOTEROL","BUDESONIDE",0.8,"(0.71, 0.89)","5.83e-05",1317
"SIMVASTATIN, ACETAMINOPHEN","SIMVASTATIN",0.8,"(0.75, 0.84)","4.38e-15",13151
"ATORVASTATIN, LEVOTHYROXINE","ATORVASTATIN",0.8,"(0.75, 0.85)","2.23e-13",14247
"ESOMEPRAZOLE, EZETIMIBE","EZETIMIBE",0.8,"(0.7, 0.9)","1.71e-04",4808
"SALMETEROL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",0.8,"(0.74, 0.86)","9.22e-10",3257
"LORAZEPAM, SIMVASTATIN","SIMVASTATIN",0.8,"(0.71, 0.89)","2.23e-05",13151
"ROSIGLITAZONE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",0.79,"(0.56, 1.1)","1.77e-01",3257
"ACETAMINOPHEN, BENDROFLUMETHIAZIDE","ACETAMINOPHEN",0.79,"(0.58, 1.06)","1.25e-01",10717
"METHOTREXATE, FUROSEMIDE","FUROSEMIDE",0.79,"(0.67, 0.94)","6.55e-03",6619
"METHOTREXATE, ZOLPIDEM","ZOLPIDEM",0.79,"(0.62, 1)","5.24e-02",3296
"CALCIUM, DIGOXIN","CALCIUM",0.79,"(0.63, 0.98)","3.63e-02",3520
"ROSUVASTATIN, FLUTICASONE PROPIONATE","ROSUVASTATIN",0.79,"(0.68, 0.93)","2.77e-03",7579
"BUDESONIDE, LISINOPRIL","LISINOPRIL",0.79,"(0.63, 1)","4.70e-02",5419
"PEGFILGRASTIM, PREDNISONE","PEGFILGRASTIM",0.79,"(0.57, 1.08)","1.48e-01",447
"MESALAZINE, AZATHIOPRINE","MESALAZINE",0.79,"(0.64, 0.98)","3.08e-02",738
"ENOXAPARIN, AMLODIPINE","AMLODIPINE",0.79,"(0.63, 0.99)","3.98e-02",6244
"TRIMETHOPRIM, FLUDARABINE","FLUDARABINE",0.79,"(0.43, 1.36)","4.53e-01",147
"VARENICLINE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.79,"(0.68, 0.92)","1.49e-03",13865
"PANTOPRAZOLE, EZETIMIBE","EZETIMIBE",0.79,"(0.68, 0.92)","1.54e-03",4808
"ZOLPIDEM, LAMOTRIGINE","ZOLPIDEM",0.79,"(0.62, 1)","4.78e-02",3296
"RAMIPRIL, ATORVASTATIN","ATORVASTATIN",0.79,"(0.73, 0.86)","9.56e-09",14247
"SPIRONOLACTONE, FUROSEMIDE","FUROSEMIDE",0.79,"(0.73, 0.86)","1.13e-09",6619
"METHOTREXATE, PREGABALIN","PREGABALIN",0.79,"(0.58, 1.06)","1.22e-01",3495
"PYRAZINAMIDE, ISONIAZID","ISONIAZID",0.79,"(0.49, 1.23)","3.56e-01",157
"BEVACIZUMAB, DEXAMETHASONE","DEXAMETHASONE",0.79,"(0.65, 0.95)","1.26e-02",2534
"ESZOPICLONE, LEVOTHYROXINE","LEVOTHYROXINE",0.79,"(0.59, 1.04)","1.00e-01",8111
"ROSUVASTATIN, CLOPIDOGREL","ROSUVASTATIN",0.79,"(0.72, 0.87)","1.20e-07",7579
"SIMVASTATIN, CETIRIZINE","SIMVASTATIN",0.79,"(0.67, 0.93)","4.31e-03",13151
"CISPLATIN, FLUOROURACIL","CISPLATIN",0.79,"(0.53, 1.16)","2.54e-01",283
"MIRTAZAPINE, DULOXETINE","MIRTAZAPINE",0.79,"(0.56, 1.09)","1.62e-01",1067
"ROSIGLITAZONE, AMLODIPINE","AMLODIPINE",0.79,"(0.65, 0.96)","1.57e-02",6244
"MESALAZINE, ADALIMUMAB","MESALAZINE",0.79,"(0.66, 0.94)","8.17e-03",738
"TRIMETHOPRIM, FILGRASTIM","TRIMETHOPRIM",0.79,"(0.59, 1.05)","1.07e-01",1614
"GLIMEPIRIDE, AMLODIPINE","AMLODIPINE",0.79,"(0.66, 0.94)","5.24e-03",6244
"LOVASTATIN, ACETYLSALICYLIC ACID","LOVASTATIN",0.79,"(0.68, 0.92)","1.89e-03",953
"VANCOMYCIN, CEFEPIME","CEFEPIME",0.79,"(0.53, 1.17)","2.68e-01",144
"EFAVIRENZ, EMTRICITABINE","EFAVIRENZ",0.79,"(0.6, 1.03)","7.67e-02",283
"POTASSIUM CHLORIDE, ROSUVASTATIN","ROSUVASTATIN",0.79,"(0.67, 0.92)","2.38e-03",7579
"AMOXICILLIN, POTASSIUM","POTASSIUM",0.79,"(0.72, 0.87)","1.44e-06",2065
"METHOTREXATE, PREDNISOLONE","METHOTREXATE",0.79,"(0.69, 0.9)","2.62e-04",2396
"CARBOPLATIN, CETUXIMAB","CARBOPLATIN",0.79,"(0.55, 1.1)","1.69e-01",509
"VITAMIN C, FOLIC ACID","VITAMIN C",0.79,"(0.66, 0.94)","5.36e-03",1351
"VALPROIC ACID, CLOZAPINE","VALPROIC ACID",0.79,"(0.64, 0.97)","2.31e-02",1370
"TOPIRAMATE, LAMOTRIGINE","TOPIRAMATE",0.79,"(0.61, 1.01)","5.87e-02",919
"PREDNISOLONE, HYDROXYCHLOROQUINE","PREDNISOLONE",0.79,"(0.53, 1.14)","2.34e-01",2184
"SIMVASTATIN, TRAMADOL","SIMVASTATIN",0.79,"(0.7, 0.88)","3.21e-05",13151
"URSODEOXYCHOLIC ACID, LANSOPRAZOLE","URSODEOXYCHOLIC ACID",0.79,"(0.53, 1.13)","2.08e-01",342
"OMEPRAZOLE, SIMVASTATIN","SIMVASTATIN",0.79,"(0.74, 0.84)","2.57e-15",13151
"METOPROLOL, TACROLIMUS","METOPROLOL",0.79,"(0.62, 0.99)","4.12e-02",6198
"ROSIGLITAZONE, GLIMEPIRIDE","GLIMEPIRIDE",0.79,"(0.65, 0.95)","1.07e-02",1029
"ARIPIPRAZOLE, ESCITALOPRAM","ARIPIPRAZOLE",0.79,"(0.56, 1.08)","1.47e-01",835
"OMALIZUMAB, SALBUTAMOL","SALBUTAMOL",0.79,"(0.64, 0.96)","1.74e-02",3911
"NIFEDIPINE, CANDESARTAN","CANDESARTAN",0.79,"(0.56, 1.08)","1.46e-01",1117
"PANTOPRAZOLE, RITUXIMAB","RITUXIMAB",0.79,"(0.41, 1.37)","5.24e-01",436
"ACETAMINOPHEN, FELODIPINE","FELODIPINE",0.79,"(0.57, 1.06)","1.22e-01",389
"OLANZAPINE, FLUOXETINE","FLUOXETINE",0.79,"(0.63, 0.98)","2.62e-02",2050
"LOSARTAN, SIMVASTATIN","SIMVASTATIN",0.79,"(0.71, 0.86)","3.20e-07",13151
"SIMVASTATIN, CLONAZEPAM","SIMVASTATIN",0.79,"(0.7, 0.88)","3.27e-05",13151
"OMEPRAZOLE, FENOFIBRATE","FENOFIBRATE",0.79,"(0.66, 0.93)","4.90e-03",2327
"QUETIAPINE, RISPERIDONE","RISPERIDONE",0.79,"(0.67, 0.92)","1.89e-03",1269
"RISPERIDONE, CITALOPRAM","CITALOPRAM",0.79,"(0.62, 0.98)","3.75e-02",2294
"INFLIXIMAB, ISONIAZID","INFLIXIMAB",0.79,"(0.47, 1.24)","3.49e-01",1495
"CETUXIMAB, GEMCITABINE","CETUXIMAB",0.79,"(0.37, 1.49)","5.56e-01",181
"PRAVASTATIN, ESOMEPRAZOLE","PRAVASTATIN",0.79,"(0.65, 0.94)","9.26e-03",2487
"OLANZAPINE, QUETIAPINE","OLANZAPINE",0.78,"(0.67, 0.92)","1.95e-03",1240
"MORPHINE, SIMVASTATIN","SIMVASTATIN",0.78,"(0.68, 0.9)","5.11e-04",13151
"PERINDOPRIL, FUROSEMIDE","FUROSEMIDE",0.78,"(0.63, 0.97)","2.01e-02",6619
"VARENICLINE, LEVOTHYROXINE","LEVOTHYROXINE",0.78,"(0.65, 0.94)","6.24e-03",8111
"CIMETIDINE, DEXAMETHASONE","CIMETIDINE",0.78,"(0.57, 1.06)","1.21e-01",354
"TENOFOVIR, DARUNAVIR","TENOFOVIR",0.78,"(0.6, 1.01)","5.96e-02",691
"PREDNISONE, SIMVASTATIN","SIMVASTATIN",0.78,"(0.72, 0.86)","3.73e-08",13151
"TRIMETHOPRIM, EMTRICITABINE","TRIMETHOPRIM",0.78,"(0.59, 1.03)","8.22e-02",1614
"METHOTREXATE, DICLOFENAC","METHOTREXATE",0.78,"(0.62, 0.98)","2.87e-02",2396
"ROSUVASTATIN, WARFARIN","ROSUVASTATIN",0.78,"(0.69, 0.88)","4.96e-05",7579
"SERTRALINE, ZIPRASIDONE","SERTRALINE",0.78,"(0.56, 1.07)","1.34e-01",3054
"DOPAMINE, FUROSEMIDE","FUROSEMIDE",0.78,"(0.59, 1.02)","6.81e-02",6619
"OMEPRAZOLE, AZATHIOPRINE","OMEPRAZOLE",0.78,"(0.59, 1.01)","5.91e-02",6244
"NEVIRAPINE, TENOFOVIR","NEVIRAPINE",0.78,"(0.54, 1.1)","1.68e-01",209
"RISPERIDONE, FUROSEMIDE","FUROSEMIDE",0.78,"(0.6, 1)","4.61e-02",6619
"PREDNISOLONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.78,"(0.69, 0.89)","6.57e-05",13865
"VITAMIN D, FOLIC ACID","VITAMIN D",0.78,"(0.69, 0.88)","1.93e-05",3520
"ACETAMINOPHEN, EZETIMIBE","EZETIMIBE",0.78,"(0.7, 0.87)","6.13e-06",4808
"ROSUVASTATIN, ACETYLSALICYLIC ACID","ROSUVASTATIN",0.78,"(0.73, 0.83)","1.60e-16",7579
"ADALIMUMAB, CITALOPRAM","CITALOPRAM",0.78,"(0.58, 1.02)","7.17e-02",2294
"NELFINAVIR, ZIDOVUDINE","ZIDOVUDINE",0.78,"(0.54, 1.09)","1.60e-01",377
"TRIMETHOPRIM, ABACAVIR","ABACAVIR",0.78,"(0.56, 1.06)","1.13e-01",418
"FILGRASTIM, FLUCONAZOLE","FLUCONAZOLE",0.78,"(0.59, 1.01)","6.33e-02",1154
"MIDAZOLAM, ACETAMINOPHEN","ACETAMINOPHEN",0.78,"(0.62, 0.96)","1.95e-02",10717
"ONDANSETRON, SIMVASTATIN","SIMVASTATIN",0.78,"(0.66, 0.91)","1.47e-03",13151
"SPIRONOLACTONE, DILTIAZEM","DILTIAZEM",0.78,"(0.59, 1.01)","6.22e-02",1848
"ETHINYL ESTRADIOL, LEVOTHYROXINE","LEVOTHYROXINE",0.78,"(0.58, 1.02)","6.52e-02",8111
"DEXAMETHASONE, FLUOROURACIL","DEXAMETHASONE",0.78,"(0.63, 0.94)","9.71e-03",2534
"GEMFIBROZIL, LISINOPRIL","GEMFIBROZIL",0.78,"(0.65, 0.92)","2.49e-03",1127
"METHOTREXATE, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",0.78,"(0.56, 1.05)","1.13e-01",1208
"BRIMONIDINE, LATANOPROST","BRIMONIDINE",0.78,"(0.54, 1.1)","1.57e-01",188
"VALACICLOVIR, ALLOPURINOL","ALLOPURINOL",0.78,"(0.56, 1.05)","1.12e-01",2362
"ARIPIPRAZOLE, VENLAFAXINE","VENLAFAXINE",0.78,"(0.59, 1)","5.34e-02",2370
"RISPERIDONE, ESCITALOPRAM","ESCITALOPRAM",0.78,"(0.6, 0.99)","3.90e-02",2158
"RISPERIDONE, TRAZODONE","TRAZODONE",0.78,"(0.62, 0.96)","1.45e-02",1647
"OXYBUTYNIN, SIMVASTATIN","SIMVASTATIN",0.78,"(0.62, 0.96)","1.88e-02",13151
"PROPRANOLOL, SPIRONOLACTONE","PROPRANOLOL",0.78,"(0.55, 1.06)","1.26e-01",910
"PANTOPRAZOLE, TORASEMIDE","PANTOPRAZOLE",0.78,"(0.6, 0.99)","3.67e-02",3314
"MESALAZINE, PREDNISOLONE","MESALAZINE",0.77,"(0.56, 1.05)","1.04e-01",738
"SIMVASTATIN, BENDROFLUMETHIAZIDE","SIMVASTATIN",0.77,"(0.64, 0.93)","5.20e-03",13151
"PANTOPRAZOLE, BISOPROLOL","BISOPROLOL",0.77,"(0.62, 0.95)","1.37e-02",1447
"HEPARIN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",0.77,"(0.58, 1.01)","6.44e-02",5169
"METOPROLOL, VARENICLINE","METOPROLOL",0.77,"(0.62, 0.96)","1.87e-02",6198
"QUINAPRIL, ATORVASTATIN","ATORVASTATIN",0.77,"(0.66, 0.9)","8.55e-04",14247
"TRIMETHOPRIM, ALLOPURINOL","TRIMETHOPRIM",0.77,"(0.61, 0.97)","2.18e-02",1614
"SIMVASTATIN, VENLAFAXINE","SIMVASTATIN",0.77,"(0.67, 0.89)","1.65e-04",13151
"MAGNESIUM OXIDE, DICLOFENAC","DICLOFENAC",0.77,"(0.57, 1.02)","7.43e-02",1707
"SORAFENIB, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.77,"(0.57, 1.03)","8.86e-02",13865
"EZETIMIBE, LANSOPRAZOLE","EZETIMIBE",0.77,"(0.66, 0.9)","9.05e-04",4808
"RISPERIDONE, FLUOXETINE","FLUOXETINE",0.77,"(0.6, 0.99)","3.91e-02",2050
"METFORMIN, NIFEDIPINE","NIFEDIPINE",0.77,"(0.58, 1.02)","6.75e-02",1057
"METHOTREXATE, FAMOTIDINE","FAMOTIDINE",0.77,"(0.6, 0.99)","3.80e-02",1751
"CIPROFLOXACIN, HEPARIN","CIPROFLOXACIN",0.77,"(0.58, 1)","5.43e-02",2140
"METHYLPREDNISOLONE, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",0.77,"(0.58, 1.01)","6.40e-02",1208
"METHYLPREDNISOLONE, PREDNISOLONE","METHYLPREDNISOLONE",0.77,"(0.64, 0.92)","2.91e-03",1051
"FOLIC ACID, LAMOTRIGINE","LAMOTRIGINE",0.77,"(0.52, 1.1)","1.70e-01",1341
"ACETYLSALICYLIC ACID, ALISKIREN","ACETYLSALICYLIC ACID",0.77,"(0.58, 1.01)","5.99e-02",13865
"METHOTREXATE, INFLIXIMAB","METHOTREXATE",0.77,"(0.68, 0.87)","1.06e-05",2396
"CYCLOPHOSPHAMIDE, CYCLOSPORINE","CYCLOPHOSPHAMIDE",0.77,"(0.57, 1.01)","6.02e-02",1047
